,name,roaster,roast,loc_country,origin_1,origin_2,100g_USD,rating,review_date,desc_1,desc_2,desc_3
676,Panama Hacienda La Esmeralda Geisha Natural Special Auction ES-N-2,Euphora Coffee,Medium-Light,Taiwan,Boquete,Panama,45.31,94,2020-02-01,"Crisply sweet, fruit- and floral toned. Nectarine, jasmine, cocoa nib, sandalwood, maple syrup in aroma and cup. Sweetly tart structure with juicy, lively acidity; crisp, silky mouthfeel. Resonant finish centered around nectarine and cocoa nib.","Coffee from trees of the botanical variety Geisha (also Gesha) grown on Price Peterson’s Hacienda La Esmeralda in Panama first introduced this extraordinary variety of Arabica to the world. With its bold, boat-shaped beans and distinctive floral and crisply cacao-toned cup, the Gesha continues one of the world’s most unique coffees, and the Esmeralda versions remain among the most authentic. This is a dry-processed or “natural” version, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. Euphora Coffee is a Taipei-based specialty coffee roaster with an active online community through which all sales are made. Visit www.euphoracoffeestudio.com for more information.","An elegant, subtle coffee with leading notes of stonefruit and cocoa nib and especially lively acidity."
677,Lian House Blend Espresso,Creation Food Co.,Medium,Taiwan,Peru,Colombia,4.51,90,2020-02-01,"Evaluated as espresso. Sweetly nut-toned, chocolaty, a bit smoky. Hazelnut, dark chocolate, scorched mesquite, raisin, gardenia in aroma and small cup. Satiny-smooth mouthfeel; bittersweet, smoky finish. In three parts milk, chocolate and gardenia notes are amplified and wood and nut tones recede to the backdrop.","A blend of coffees from Peru, Colombia, Guatemala, Ecuador, Ethiopia and Brazil. Creation Food Co. is a food service company with a specialty coffee division. It operates one of the few large-scale coffee production facilities in Taiwan. Visit www.creation.com.tw or call 0800-020-368 for more information.","A roast-prominent, chocolaty, sweetly nutty espresso blend with deep, subtle smoke tones throughout."
678,Ethiopia Guji Uraga Wolisho Natural,Euphora Coffee,Medium-Light,Taiwan,Guji Zone,Oromia Region,6.23,91,2020-02-01,"Balanced, rich-toned. Pomegranate, baking chocolate, cedar, freesia, almond in aroma and cup. Sweet structure with brisk acidity; satiny-smooth mouthfeel. Wood-framed finish supported by notes of pomegranate and freesia.","Southern Ethiopia coffees like this one are produced from distinctive traditional Ethiopian varieties of Arabica long grown in the region. This is a dry-processed or “natural” coffee, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. Euphora Coffee is a Taipei-based specialty coffee roaster with an active online community through which all sales are made. Visit www.euphoracoffeestudio.com for more information.","A balanced, straightforward natural-process Ethiopia cup: sweetly tart, chocolaty, with a hint of spicy florals throughout."
679,Lian House Blend,Creation Food Co.,Medium,Taiwan,Peru,Colombia,4.51,90,2020-02-01,"Richly sweet, cocoa-toned. Cocoa powder, Brazil nut, magnolia, date, cedar in aroma and cup. Bittersweet structure with round, gentle acidity; velvety mouthfeel. Finish consolidates to cocoa-toned Brazil nut and date.","A blend of coffees from Peru, Colombia, Guatemala, Ecuador, Ethiopia and Brazil. Creation Food Co. is a food service company with a specialty coffee division. It operates one of the few large-scale coffee production facilities in Taiwan. Visit www.creation.com.tw or call 0800-020-368 for more information.","An accessible, sweet-toned blend with gentle fruit and floral notes and nut and aromatic wood undertones."
680,Guatemala Maragogype La Providencia,Bird Rock Coffee Roasters,Medium-Light,United States,Huehuetenango,Guatemala,5.58,93,2020-02-01,"Richly sweet-tart, floral-toned. Pomegranate, wisteria, maple syrup, pink grapefruit zest, cocoa nib in aroma and cup. Tart-leaning structure with juicy, buoyant acidity; crisp, satiny mouthfeel. Sweetly tart in the short finish with pomegranate and pink grapefruit; cocoa nib and wisteria resurface in the long.","Produced by Max Ariel Palacios Villatoro of La Providencia farm, entirely of the rare, huge-beaned Maragogype variety of Arabica. Processed by the washed method (fruit skin and pulp are removed before drying). Bird Rock Coffee Roasters is a retailer and wholesaler focused on organic and socially responsible coffees; it was awarded the “2012 Micro-Roaster of the Year” title by Roast Magazine. Visit www.birdrockcoffee.com or call 858-551-1707 for more information.","A striking cup from this rare variety: sweet, tart, rich, deep, and floral through and through."
681,El Salvador Finca El Cerro Natural,Red Rooster Coffee Roaster,Medium-Light,United States,Apaneca-Ilamatepec Mountain Range,El Salvador,6.76,94,2020-02-01,"High-toned, crisply sweet-tart. Strawberry, tangerine zest, cocoa nib, jasmine, cedar in aroma and cup. Sweetly tart structure with juicy, citrus-like acidity; viscous, buoyant mouthfeel. The finish centers around notes of strawberry and cocoa nib with undertones of tangerine zest.","Produced by Don Atilio Zepeda of Finca El Cerro entirely of the Pacamara variety of Arabica. The Pacamara is a big-beaned hybrid of the Bourbon-related Pacas and the huge-beaned Maragogipe, itself a mutant of the ancient Typica variety. This is a dry-processed or “natural” coffee, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. Established in 2010, Red Rooster is an organic-certified micro-roaster focusing on socially conscious coffee and high-quality coffee. Visit redroostercoffee.com or call 540-745-7338 for more information.","A resonantly fruit-forward, cocoa-toned natural-processed Pacamara cup, with high-toned florals and richly bittersweet citrus notes throughout."
682,Halo Hartume Espresso,JBC Coffee Roasters,Medium-Light,United States,Gedeb District,Gedeo Zone,5.26,94,2020-01-01,"Evaluated as espresso. Complex, richly sweet-savory. Jasmine, dark chocolate, cannabis flower, almond paste, tamarind in aroma and small cup. Viscous, syrupy body; long, richly drying, flavor-saturated mouthfeel. In cappuccino-scaled milk, floral and savory notes (jasmine, cannabis) play harmoniously, supported by dark chocolate.",Southern Ethiopia coffees like this one are produced from traditional Ethiopian varieties of Arabica long grown in the region. This lot was processed by the wet or washed method (fruit skin and pulp are removed before drying). JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.,"A confident single-origin espresso, savory-leaning, with rich florality and dark chocolate notes resonating throughout the cup and in three parts milk."
683,Tanzania AA Karatu Estate,Jackrabbit Java,Medium-Light,United States,Karatu,Tanzania,3.53,93,2020-02-01,"Rich-toned, deeply sweet-savory. Tamarind, freesia, candycap mushroom, cedar, agave syrup in aroma and cup. Savory-sweet structure with juicy, vibrant acidity; smooth, satiny mouthfeel. The resonant finish centers on notes of tamarind and freesia with savory undertones suggesting candy cap mushroom.","Processed by the washed method (fruit skin and pulp are removed before drying).  Jackrabbit Java selects the finest coffees from around the world and roasts them in Thermopolis, Wyoming’s mountain air. All Jackrabbit Java coffees are specialty-grade and roasted to order. Visit www.jackrabbitjava.com for more information."," An impeccably balanced, nuanced Tanzania cup that is an extraordinary value at $12 for 12 ounces."
684,Ethiopia Yetagesu Bulebula,Revel Coffee,Medium-Light,United States,Yirgacheffe Growing Region,South-Central Ethiopia,5.14,93,2020-02-01,"Bright, vibrant, sweetly tart. Apricot, pink grapefruit zest, jasmine, oak, cocoa nib in aroma and cup. High-toned, sweet-tart in structure with juicy acidity; satiny mouthfeel. The crisp, long finish leads with notes of apricot and grapefruit supported by cocoa nib.","Southern Ethiopia coffees like this one are produced from traditional Ethiopian varieties of Arabica long grown in the region. Processed by the washed method (fruit skin and pulp are removed before drying). Revel Coffee is a micro-roaster located in Billings, Montana. Its motto: “Quality is paramount – a difference you can revel in.” Visit www.revelcoffee.com or call 406-534-9621 for more information.","A classic washed Yirgacheffe cup: bright, lively, redolent of stone fruit, citrus zest and cocoa."
685,Ethiopia Guji Darii Kojowa Grade 1,Cloud City Coffee,Medium-Light,United States,Guji Zone,Oromia Region,5.29,92,2020-02-01,"Richly fruit-centered, deeply sweet. Dried blueberry, magnolia, cashew, cedar, baking chocolate in aroma and cup. Sweet in structure with gentle, round acidity; full, velvety mouthfeel. A fruit-toned finish that leads with blueberry and magnolia in the short, cedar in the long, and baking chocolate throughout.",Southern Ethiopia coffees like this one are produced from distinctive traditional Ethiopian varieties of Arabica long grown in the region. Processed by the natural method (dried in the whole fruit). Cloud City Coffee is a specialty roaster and coffee shop founded in 2002 by roaster Jill Killen. Visit www.cloudcitycoffeeroasting.com.,"An inviting, rich-toned natural-processed Ethiopia cup with clear blueberry and chocolate notes and gentle acidity."
686,Kenya Kevota Makengi,Temple Coffee Roasters,Medium,United States,Central Kenya,Guji Zone,6.61,92,2020-02-01,"Pungent, sweet-savory, big-bodied. Grapefruit, dark chocolate, cedar, sarsaparilla, ginger blossom in aroma and cup. Sweetly brisk in structure; full, velvety mouthfeel. Flavor consolidates in a simple but richly resonant finish.","Produced by members of the Kirurumwe Farmers Cooperative Society and processed by the traditional Kenya washed method involving a second water soak before drying. Temple Coffee is a quality-focused retail and wholesale specialty roaster active in Sacramento, California since 2005. Committed to sourcing, roasting and brewing the finest coffees, Temple features coffee from distinguished single estates and cooperatives around the world. Visit www.templecoffee.com or call 916-454-1282 for more information.","A robust, hearty Kenya, driven by sweet-pungent grapefruit and cedar, softened by dark chocolate suggestions."
687,Ethiopia Reko Estate Yirgacheffe,Temple Coffee Roasters,Medium-Light,United States,Yirgacheffe Growing Region,Ethiopia,5.73,92,2020-02-01,"Sweet, quietly intense, floral-toned. Rose, sandalwood, cashew, lemon verbena, a hint of mace in aroma and cup. Crisp and balanced in structure; silky mouthfeel. Flowers carry on deep into the finish.","Produced by the Reko Farming Cooperative from indigenous tree varieties long grown in the region and processed by the washed method (fruit skin and pulp are removed before drying). Temple Coffee is a quality-focused retail and wholesale specialty roaster active in Sacramento, California since 2005. Committed to sourcing, roasting and brewing the finest coffees, Temple features coffee from distinguished single estates and cooperatives around the world. Visit www.templecoffee.com or call 916-454-1282 for more information.","Sweet flowers and intense sandalwood power this silky-bodied, fragrant Yirgacheffe."
688,Le Roi Espresso,Vascobelo,Medium,Belgium,Brazil,Costa Rica,3.02,90,2020-02-01,"Evaluated as espresso. Sweetly and roundly brisk. Blood orange, baking chocolate, walnut, cedar, a hint of sweet, wisteria-like flowers in aroma and small cup. Velvety mouthfeel; chocolate and the floral hint come forward in a balanced finish. In three parts milk, a cedary chocolate pleasingly dominates.","Vascobelo is an Antwerp, Belgium-based coffee roaster with cafes and kiosks in both Belgium and the Netherlands that also retails its coffees on the website www.vascobelo.be. ","A quietly balanced espresso: crisp, sweet, driven by dry chocolate and bittersweet orange."
689,Ethiopia Sidama Anaerobic,Paradise Roasters,Medium-Light,United States,Sidama (Also Sidamo) Region,Ethiopia,5.81,94,2020-02-01,"Sweet, soft, gently tart-pungent. Buttery dark chocolate, cashew butter, lemon drop, date, orange blossom in aroma and cup. Balanced and roundly complete in taste structure; syrupy but buoyant in mouthfeel. Chocolate and lemon in particular persist in a deep, lasting finish.","Processed by the anaerobic method, which in this case means that the pulped or skinned coffee was fermented in a sealed, oxygen-evacuated tank for 36 hours before drying. Paradise Roasters specializes in micro-lot Arabica and Robusta coffees from Asia and other emerging origins. The company prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information.","A quietly original, resonant cup, exquisitely balanced and complete."
690,Kenya Kiri Peaberry,Bird Rock Coffee Roasters,Medium-Light,United States,Ngiriambu District,Kenya,5.58,94,2020-02-01,"Nuanced, richly sweet, spice-toned. Mulberry, baking spices, hop flowers, toffee, cedar in aroma and small cup. Sweet-savory structure with juicy, vibrant acidity; lush, syrupy mouthfeel. The finish is long and resonant, centered around toffee and baking spices.",Produced by the Kabare Farmers Cooperative from trees of the admired SL28 and SL34 varieties of Arabica. Bird Rock Coffee Roasters is a retailer and wholesaler focused on organic and socially responsible coffees; it was awarded the “2012 Micro-Roaster of the Year” title by Roast Magazine. Visit www.birdrockcoffee.com or call 858-551-1707 for more information.,"A deeply rich, big-bodied Kenya cup foregrounding spice notes, berries and bittersweet florals."
691,Kenya Nyeri AA Ichuga,Jackrabbit Java,Medium,United States,Nyeri Growing Region,South-Central Kenya,3.53,92,2020-02-01,"Rich-toned, chocolaty. Dark chocolate, red currant, freesia, clove, molasses in aroma and cup. Sweet structure with gentle, round acidity; full, satiny mouthfeel. A quiet finish leads with chocolate and magnolia notes in the short, clove and molasses in a gently drying long.","Despite grower discontent and urban encroachment on prime coffee lands, Kenya continues to produce some of the world’s most elegant and distinctive coffees. Jackrabbit Java selects the finest coffees from around the world and roasts them in Thermopolis, Wyoming’s mountain air. All Jackrabbit Java coffees are specialty-grade and roasted to order. Visit www.jackrabbitjava.com for more information.","A solid Kenya cup: chocolaty, spice-toned, deeply sweet."
692,Wolde Hirbe Natural Espresso,JBC Coffee Roasters,Medium-Light,United States,Gedeo Zone,Southern Ethiopia,5.41,92,2020-02-01,"Evaluated as espresso. Crisply sweet, floral-toned. Molasses, plumeria, fir, date, orange zest in aroma and small cup. Full, creamy body; deeply sweet floral- and citrus-toned finish. In three parts milk, the molasses notes are amplified, as are plumeria and fir.","Coffees like this one from southern Ethiopia are produced from distinctive, largely indigenous Ethiopian varieties of Arabica long grown in the region. Processed by the natural method (dried in the whole fruit). JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.","A pleasingly balanced natural-process Ethiopia roasted for espresso, with tropical flowers and citrus zest as primary notes, supported by a molasses-like sweetness."
693,Hacienda La Esmeralda Geisha Panama,Jackrabbit Java,Medium-Light,United States,Boquete Growing Region,Western Panama,13.23,91,2020-02-01,"Delicate, crisply sweet-tart. Mango, cedar, cocoa nib, sugar cane, a hint of honeysuckle in aroma and cup. Sweet in structure with crisp, citrusy acidity; lightly silky mouthfeel. Martini-like finish, very crisp and dry.","Coffee from trees of the botanical variety Geisha (also Gesha) grown on Price Peterson’s Hacienda La Esmeralda in Panama first introduced this extraordinary variety of Arabica to the world. This is a wet-processed or “washed” version, meaning the fruit skin and pulp were removed from the beans immediately after harvesting but before drying. Jackrabbit Java selects the finest coffees from around the world and roasts them in Thermopolis, Wyoming’s mountain air. All Jackrabbit Java coffees are specialty-grade and roasted to order. Visit www.jackrabbitjava.com for more information.",An accessible Geisha cup characterized by tropical fruit and cocoa notes throughout with intimations of honey-like florals.
694,San Sebastian Colombia,JBC Coffee Roasters,Medium-Light,United States,Huila Department,Southwestern Colombia,5.22,92,2020-02-01,"Soft, deep, crisply chocolaty. Baking chocolate, pistachio, black cherry, candied pecan, a hint of black peppercorn in aroma and cup. Roundly sweet-savory in structure; full, syrupy mouthfeel. Pecan in particular carries into a quiet, layered finish.","Produced by small-holding farmers with the support of Caravela Coffee, an innovating exporter-importer working in eight Latin-American countries. Processed by the wet or washed method (fruit skin and pulp are removed before drying). JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.",A big-bodied Colombia driven by crisp chocolate and nut intrigue rounded by cherryish fruit.
695,La Coipa Peru,JBC Coffee Roasters,Medium-Light,United States,Cajamarca Growing Region,Peru,4.76,90,2020-02-01,"Rich, roundly bittersweet. Nutmeg, peach, caramel, spicy chocolate, carnation-like flowers in aroma and cup. Balanced and crisp in structure; buoyant and lightly satiny in mouthfeel. Sweet and flavor-saturated in the short finish, tapering to richly drying in the long.",Produced by Eulogia Carrillo Julca on her 7.5-acre farm located near the community of San Ignacio in the admired Cajamarca region of Peru. Meticulously processed by the wet or washed method (fruit skin and pulp are removed before drying). JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.,"A richly expressed, crisply bittersweet microlot from a tiny, woman-owned and operated farm in Peru."
696,Ethiopia Violent Andromeda Natural,Quartet Kaffe,Medium,Taiwan,Gedeb District,Gedeo Zone,9.6,94,2020-02-01,"Richly, sweetly tart, deeply chocolaty. Dark chocolate fudge, grape candy, sandalwood, violet, magnolia in aroma and cup. Tartly sweet structure with vibrant, juicy acidity; creamy, plush mouthfeel. The long, resonant finish centers on grape candy and chocolate fudge, with a backgrounded sandalwood.","Southern Ethiopia coffees like this one are largely produced from indigenous Ethiopian varieties of Arabica long grown in the region. This is a “natural” or dry-processed version, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. Quartet Kaffe is an artisan roastery in Taiwan founded in 2018, dedicated to pursuing coffee performance art and offering unique speciality coffee. Visit www.facebook.com/QuartetKaffe for more information.","A fruit- and chocolate- bomb of a coffee, dessert-like with its rich-toned, candy-like sweetness."
697,Kenya Nyeri Yerihar AA Lot 1901 Espresso,Kakalove Cafe,Medium-Light,Taiwan,Nyeri Growing Region,South-Central Kenya,4.6,95,2020-02-01,"Evaluated as espresso. Rich-toned, deeply sweet-savory. Black currant, dark chocolate, cedar, tamarind, freesia in aroma and small cup. Lively, syrupy mouthfeel; the resonant finish centers around tamarind, dark chocolate and cedar. Balanced and flavor-saturated in three parts milk; dark chocolate and freesia notes particularly amplified. ","Despite grower discontent and urban encroachment on prime coffee lands, Kenya continues to produce some of the world’s most elegant and distinctive coffees. Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information.","A classic Kenya espresso: juicy, deep, driven by florals, fruit and chocolate. Invitingly intense in cappuccino-scaled milk."
698,Costa Rica Aris Red Honey Lot 1901 Espresso,Kakalove Cafe,Medium,Taiwan,Costa Rica,Nyeri Growing Region,2.83,95,2020-02-01,"Evaluated as espresso. Delicate, floral-and fruit-toned. Wisteria, dried apricot, sandalwood, almond brittle, molasses in aroma and small cup. Full, syrupy mouthfeel; delicate, long finish. Wisteria and apricot notes sing in three parts milk, balanced by deep almond brittle and molasses with undertones of sandalwood.","Processed by the red honey method, meaning that some fruit flesh or “honey” was allowed to adhere to the beans during drying. Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information.","A nuanced, multi-layered red honey coffee from Costa Rica, deftly roasted for espresso bringing the floral and fruit notes forward."
699,Idido,Counter Culture Coffee,Medium-Light,United States,Yirgacheffe Growing Region,South-Central Ethiopia,4.41,93,2020-02-01," High-toned, crisply sweet-tart. Lemon zest, cocoa nib, freesia-like flowers, apricot, fresh-cut oak in aroma and cup. Tart-leaning structure with juicy, vibrant acidity; crisp, satiny mouthfeel. A resonant finish centers around lemon zest and cocoa nib.","This coffee earned the highest rating in a cupping of single-origin coffees available in U.S. supermarkets for Coffee Review’s February 2020 report. Purchased at a Whole Foods Market in Berkeley, California. Processed by the washed method (fruit skin and pulp are removed before drying). Counter Culture was founded as a roastery in North Carolina in 1995 and has since expanded to 13 training centers across the U.S. Visit www.counterculturecoffee.com for more information.","A classic Ethiopia profile: cocoa- and citrus-toned. Given the distinction of the coffee, an outstanding value."
700,Ethiopia FTO,Equator Coffees,Medium-Light,United States,Ethiopia,Yirgacheffe Growing Region,5.29,92,2020-02-01,"Crisp, delicately sweet-toned. Bergamot, Fig Newton, baking chocolate, magnolia, cedar in aroma and cup. Sweet structure with gentle, round acidity; velvety-smooth mouthfeel. A crisp finish consolidates to notes of baking chocolate, dried fig, and cedar.","This coffee tied for the second-highest rating in a cupping of single-origin coffees available in U.S. supermarkets for Coffee Review’s February 2020 report. Purchased at a Whole Foods Market in Berkeley, California. Certified fair trade and USDA organic. Processed by the washed method (fruit skin and pulp are removed before drying). Founded in 1995 by Brooke McDonnell and Helen Russell, Equator Coffees operates retail stores in the San Francisco Bay Area and provides coffee to hundreds of wholesale accounts. Visit www.equatorcoffees.com or call 800-809-7687 for more information.","A friendly, straightforward washed Ethiopia cup with both organic and fair trade credentials."
701,Kenya Kiambu AB Uklili 1905 Lot,Kakalove Cafe,Medium-Light,Taiwan,Iambu Growing Region,South-Central Kenya,4.25,94,2020-03-01,"Deeply sweet-savory, richly aromatic. Red currant jam, honeysuckle, sandalwood, brown sugar, marjoram in aroma and cup. Sweet structure with savory underpinnings; vivacious, juicy acidity. The finish centers on notes of red currant and sandalwood.","Despite grower discontent and urban encroachment on prime coffee lands, Kenya continues to produce some of the world’s most elegant and distinctive coffees. Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information.","A classic Kenya cup: bright and juicy with leading notes of dark berry and sweet florals; especially high-toned, lively acidity."
702,Birambo Village DR Congo,JBC Coffee Roasters,Medium-Light,United States,South Kivu Province,Democratic Republic Of The Congo,5.26,91,2020-03-01,"Rich-toned, sweetly savory. Dried apricot, baking chocolate, lily, cedar, toasted barley in aroma and cup. Sweet-savory structure with bright, balanced acidity; full, satiny mouthfeel. A quiet finish consolidates to notes of baking chocolate and lily with undertones of cedar.","Certified organic and fair trade. Produced from the Blue Mountain, Bourbon, Caturra, Catuaí, and Kabare 2 varieties of Arabica and processed by the wet, or washed, method. JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information. ","A balanced, sweetly savory DR Congo cup with dried fruit and chocolate notes throughout."
703,Birambo Village DR Congo Espresso,JBC Coffee Roasters,Medium-Light,United States,South Kivu Province,Democratic Republic Of The Congo,5.26,90,2020-03-01,"Evaluated as espresso. Richly sweet, floral-toned. Tea rose, almond, dark chocolate, date, cedar in aroma and small cup. Crisp, velvety mouthfeel; the resonant finish centers around notes of tea rose and cedar. In three parts milk, both chocolaty and floral, with undertones of aromatic cedar and almond.","Certified organic and fair trade. Produced from the Blue Mountain, Bourbon, Caturra, Catuaí, and Kabare 2 varieties of Arabica and processed by the wet, or washed, method. JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information. ","A sweetly rich Congo espresso that leads with pretty floral notes, both in the straight shot and in milk."
704,KonAroma Direct Trade Kona,Jampot Poorrock Abbey,Medium,United States,Kona Growing District,Big Island Of Hawaii,10.58,92,2020-03-01,"Richly sweet, floral- and nut-toned. Magnolia, cashew butter, cedar, maple syrup, red grape in aroma and cup. Sweet structure with gentle, round acidity; full, satiny mouthfeel. Resonant finish centers around suggestions of magnolia and nut-butter.","Produced from trees of the traditional Typica variety of Arabica by Cynthia and Dennis Staats at KonAroma farm at 2,400 feet elevation in the Kona growing district of Hawaii. The Jampot opened in 1986  on the Keweenaw Peninsula, the northernmost point of Michigan’s Upper Peninsula, selling handmade preserves from locally grown berries under the Poorrock Abbey name. Over the years Poorrock has added a robust line of baked goods, candies and specialty coffees. Proceeds support the vision and works of Holy Transfiguration Skete, a Byzantine Catholic Monastery. For more information visit www.poorrockabbey.com.","A pretty, richly sweet Kona cup that leads with deep floral and nut tones."
705,Costa Rica Tarrazu Hacienda La Pradera,Jampot Poorrock Abbey,Medium,United States,Tarrazu,Costa Rica,3.97,91,2020-03-01,"Crisply sweet, balanced. Apricot, cocoa nib, freesia-like flowers, brown sugar, oak in aroma and cup. Sweetly tart structure with pert, lively acidity; satin-smooth mouthfeel. Finish consolidates to cocoa-toned apricot with undertones of freesia and oak.","Produced at Hacienda La Pradera entirely of the Caturra variety of Arabica and processed by the wet, or washed, method. The Jampot opened in 1986  on the Keweenaw Peninsula, the northernmost point of Michigan’s Upper Peninsula, selling handmade preserves from locally grown berries under the Poorrock Abbey name. Over the years Poorrock has added a robust line of baked goods, candies and specialty coffees. Proceeds support the vision and works of Holy Transfiguration Skete, a Byzantine Catholic Monastery. For more information visitwww.poorrockabbey.com.","A balanced washed process Costa Rica cup, lively, accessible, engaging."
706,Honeymoon Espresso,Choosy Gourmet,Medium-Dark,Taiwan,Kenya,Ethiopia,4.93,92,2020-03-01,"Evaluated as espresso. Deeply sweet, pungent. Maraschino cherry, dark chocolate, narcissus, aromatic cedar, cashew in aroma and small cup. Satiny mouthfeel; cherry, chocolate and cashew all carry into a cleanly rich finish. The cherry notes turn gently tart and the chocolate crisp in three parts milk. ","A complex blend combining four coffees processed by a variety of methods from three distinguished origins. Choosy Gourmet is a cafe in Kaohsiung, Taiwan, where founder Howard Hung’s mission is to highlight the “living soul” of each coffee. Visit www.choosygourmet.com, https://www.facebook.com/choosy.gourmet, email [email protected] or call +886-7-3509609 for more information.","A richly dessert-like straight shot, animated by suggestions of maraschino cherry and chocolate. Turns pleasingly crisp and lively in cappuccino-scaled milk."
707,Elida Natural Dragonfly Lot,Dragonfly Coffee Roasters,Medium-Light,United States,Alto Quiel,Panama,5.88,95,2020-03-01,"Rich-toned, fruit-forward, sweetly fermenty. Ripe blueberry, dark chocolate, Bourbon barrel, gardenia, molasses in aroma and cup. Sweet in structure with winy acidity; full, lightly syrupy mouthfeel. Resonant, flavor-saturated finish. ","This exceptional coffee was selected as the No. 24 coffee on Coffee Review’s list of the Top 30 Coffees of 2020.  Produced by the Lamastus family of Elida Estate entirely of the Catuai variety of Arabica and processed by the natural method (dried in the whole fruit). Now based in Henderson, Nevada, Dragonfly Coffee was named 2019 Micro-Roaster of the Year by Roast magazine. Visit www.dragonflycoffeeroasters.com or call 303-579-2154 for more information.",A decidedly fruit-centered coffee with pleasing sweet ferment and rich chocolate notes throughout.
708,Guatemala Maravillas,Telluride Coffee Roasters,Medium-Light,United States,Quiché,Northern Guatemala,4.12,88,2020-03-01,"Crisp, nut-toned. Pecan, raisin, ripe banana, brown sugar, a sweet hint of narcissus in aroma and cup. Bittersweet in structure, with a savory edge. Full, almost chewy mouthfeel. Nut notes prevail in a rich though drying finish. ",Produced from trees of the Caturra variety. Processed by the washed method (fruit skin and pulp are removed before drying). Telluride is an artisan roaster situated at high elevations in Colorado offering an attractive range of single-origins and blends. Visit www.telluridecoffeeroasters.net for more information.,"A sturdy, bittersweet cup, roundly raisiny and nut-toned."
709,Kona Laurina Pointu,Kona Farm Direct,Medium-Light,Hawai'i,Kona,Hawaii,25.2,94,2020-02-01,"Intricate, pungent, deeply floral. Peach, pear, honeysuckle, black walnut, musk in aroma and cup. Brisk but very sweet in structure with a savory edge; satiny, lively mouthfeel. Crisp, flavor-saturated finish. ","Bourbon Pointu, botanical name var. Laurina, is a natural mutation of the famous Bourbon variety, first selected on Reunion Island in the Indian Ocean. The Bourbon Pointu is famous for its natural low levels of caffeine, bean shape (small and tending to be pointed at the ends, hence “pointu”), and pungently fruit-toned, Bourbon-like cup. This version was grown in Kona. This lot consists of a blend of two different processing methods, natural and washed. Kraig and Leslie Lee have been growing and harvesting traditional Kona Coffee for over 25 years. In 2017 they introduced several distinguished new tree varieties to their 4.7 acre farm, including this one, which they are offering for the first time. Visit konafarmdirect.com for further information.","An unusual and compelling coffee: brisk but very sweet, with peach and deep, musky florals. "
710,Dadaocheng Garden Blend Espresso,GK Coffee,Medium,Taiwan,Ethiopia,Guatemala,5.6,94,2020-02-01,"Evaluated as espresso. Rich-toned, fruit-forward and chocolaty. Chocolate fudge, dried apricot, almond paste, sandalwood, molasses in aroma and small cup. Viscous, syrupy mouthfeel; a resonant finish centers around chocolate fudge and dried apricot. In three parts milk, almost dessert-like in its richness.","A blend of coffees from Yirgacheffe and Sidama, Ethiopia and Guatemala roasted for espresso and created for DG Cafe in Taipei, Taiwan. GK Coffee provides quality specialty coffee to consumers and retailers. For more information, visit www.gkcoffee.com.tw or email [email protected]","A balanced, bright, juicy espresso. Chocolate and dried stone fruit are the throughlines, both particularly amplified in three parts milk. "
